name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-23.633059091030326, -70.25938437759316",2015-01-14,23,17.2,19.6,23,17.2,19.6,13.7,69.1,0,0,0,,,,,24.1,211.1,1013.8,56.2,11.6,371.9,32.3,10,,2015-01-14T07:06:46,2015-01-14T20:33:10,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-15,22.1,16,19.2,22.1,16,19.2,13.3,69.6,0,0,0,,,,,25.9,191.7,1013.7,38.9,10.9,376.9,32.5,10,,2015-01-15T07:07:30,2015-01-15T20:33:08,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-16,22,16,19.3,22,16,19.3,13,67.3,0,0,0,,,,,24.1,170.4,1015,47.9,11.7,373,32.2,10,,2015-01-16T07:08:14,2015-01-16T20:33:05,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-17,22,17.8,19.5,22,17.8,19.5,12.9,66.1,0,0,0,,,,,25.9,208.3,1014.8,65.6,11.1,367.2,31.8,10,,2015-01-17T07:08:58,2015-01-17T20:33:01,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-18,22,18,19.7,22,18,19.7,13.2,66.7,0,0,0,,,,,25.9,175,1015.1,72,11.7,346.9,30,10,,2015-01-18T07:09:42,2015-01-18T20:32:56,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-19,23,18,20.1,23,18,20.1,12.7,62.7,0,0,0,,,,,25.9,206.7,1016.3,56.8,11.3,367.6,31.8,10,,2015-01-19T07:10:26,2015-01-19T20:32:48,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-20,21.2,16,18.7,21.2,16,18.7,14.1,74.8,0,0,0,,,,,25.9,186.8,1014.3,33.8,11.8,363,31.3,10,,2015-01-20T07:11:10,2015-01-20T20:32:40,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-21,21.7,17.8,19.3,21.7,17.8,19.3,13.8,71.1,0,0,0,,,,,25.9,199.6,1014.3,55.3,11.4,274.8,23.7,9,,2015-01-21T07:11:54,2015-01-21T20:32:30,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-22,22.1,17,19.5,22.1,17,19.5,14,71.1,0,0,0,,,,,27.7,188.3,1014.3,51.2,11.3,347.4,30,10,,2015-01-22T07:12:38,2015-01-22T20:32:19,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-23,22,16.9,19.5,22,16.9,19.5,13.8,69.9,0,0,0,,,,,22.3,170.2,1014.5,45.6,11.3,365.2,31.6,10,,2015-01-23T07:13:22,2015-01-23T20:32:06,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-24,22,16,19.6,22,16,19.6,14.2,71.7,0,0,0,,,,,22.3,194.2,1013.6,30.6,10.9,362.7,31.4,10,,2015-01-24T07:14:06,2015-01-24T20:31:52,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-25,22.2,18,20.2,22.2,18,20.2,14.2,68.9,0,0,0,,,,,25.9,160,1012.2,28.8,12.1,362.1,31.2,10,,2015-01-25T07:14:49,2015-01-25T20:31:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,remote,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-26,23,17,19.9,23,17,19.9,14.4,70.9,0,0,0,,,,,24.1,153.5,1010.8,16.6,11.6,366.1,31.7,10,,2015-01-26T07:15:32,2015-01-26T20:31:19,0.21,Clear,Clear conditions throughout the day.,clear-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-27,24.2,18,21.1,24.2,18,21.1,15.3,70.4,0,0,0,,,,,24.1,185,1012.9,47.3,11.9,360.7,31.1,10,,2015-01-27T07:16:15,2015-01-27T20:31:01,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-28,24,19,21.6,24,19,21.6,14.3,63.5,0,0,0,,,,,24.1,193.6,1012.4,16.5,12,364.3,31.5,10,,2015-01-28T07:16:58,2015-01-28T20:30:41,0.32,Clear,Clear conditions throughout the day.,clear-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-29,23.9,18.8,20.8,23.9,18.8,20.8,15.6,72.8,0,0,0,,,,,25.9,165.8,1011.8,27.6,11.3,329,28.6,10,,2015-01-29T07:17:41,2015-01-29T20:30:20,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-30,23,18,20.3,23,18,20.3,15.2,73.3,0,0,0,,,,,27.7,185.6,1012.1,57.6,11.8,343.2,29.6,10,,2015-01-30T07:18:23,2015-01-30T20:29:58,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-01-31,22,18,20.1,22,18,20.1,15.2,73.7,0,0,0,,,,,24.1,180,1011.4,41.9,10.9,296.9,25.5,10,,2015-01-31T07:19:05,2015-01-31T20:29:34,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-01,23,18.8,20.5,23,18.8,20.5,15.5,73.6,0,0,0,,,,,31.7,195.8,1012.1,67.2,11.1,295.9,25.7,10,,2015-02-01T07:19:47,2015-02-01T20:29:10,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-02,23.8,19,20.9,23.8,19,20.9,15.6,72.2,0,0,0,,,,,24.1,254.1,1012.4,71.2,11.3,341.2,29.4,10,,2015-02-02T07:20:28,2015-02-02T20:28:43,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,remote,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-03,24.2,18.8,21,24.2,18.8,21,15.8,73.2,0,0,0,,,,,24.1,196.3,1011.3,49.8,11.4,336.5,28.9,10,,2015-02-03T07:21:09,2015-02-03T20:28:16,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-04,23,18,20.3,23,18,20.3,15.5,74.6,0,0,0,,,,,24.1,184,1010.5,56.1,11.5,346.1,30,10,,2015-02-04T07:21:49,2015-02-04T20:27:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-05,23,17,19.8,23,17,19.8,15.8,78.1,0,0,0,,,,,25.9,202.5,1011.3,49.4,10.8,331.6,28.6,10,,2015-02-05T07:22:29,2015-02-05T20:27:17,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-06,23.1,17.9,20.3,23.1,17.9,20.3,15.1,72.9,0,0,0,,,,,20.5,167.9,1012.3,29.4,10.9,255.3,22.1,9,,2015-02-06T07:23:09,2015-02-06T20:26:46,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-07,23,18,20.6,23,18,20.6,16.2,76.4,0,0,0,,,,,20.5,181.9,1013.9,32,11.4,342.5,29.5,10,,2015-02-07T07:23:48,2015-02-07T20:26:14,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-08,23.8,18.9,21,23.8,18.9,21,16,73.2,0,0,0,,,,,24.1,166.3,1013.4,13,11.5,349.2,30.2,10,,2015-02-08T07:24:27,2015-02-08T20:25:40,0.59,Clear,Clear conditions throughout the day.,clear-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-09,24,19,21.5,24,19,21.5,15.8,70.7,0,0,0,,,,,20.5,182.7,1013.4,20,11.8,346.2,29.9,10,,2015-02-09T07:25:06,2015-02-09T20:25:05,0.63,Clear,Partly cloudy throughout the day.,clear-day,"85442099999,SCFA"
"-23.633059091030326, -70.25938437759316",2015-02-10,26,20,22.6,26,20,22.6,15.7,66.1,0,0,0,,,,,22.3,186.7,1013.8,30.5,12.6,324.6,28.1,10,,2015-02-10T07:25:44,2015-02-10T20:24:30,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"85442099999,SCFA"
