name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
NetInterestIncome,"-674,000,000","-183,000,000","-156,000,000","-171,000,000","-164,000,000","-122,000,000","-227,000,000","-226,000,000","-154,000,000","-163,000,000","-186,000,000","-169,000,000","-191,000,000","-186,000,000","-178,000,000","-176,000,000","-187,000,000","-205,000,000","-183,000,000","-252,000,000","-240,000,000","-251,000,000","-246,000,000","-244,000,000","-252,000,000","-234,000,000","-224,000,000","-238,000,000","-177,000,000","-273,000,000","-225,000,000","-321,000,000","-250,000,000","-310,000,000","-355,000,000","-272,000,000","-283,000,000","-311,000,000","-284,000,000","-312,000,000","-302,000,000","-325,000,000","-318,000,000","-329,000,000","-299,000,000","-256,000,000","-255,000,000","-290,000,000","-293,000,000","-284,000,000","-254,000,000","-327,000,000","-293,000,000","-293,000,000",,"-301,000,000",,,,,"-270,000,000",,"-322,000,000",,,,"-393,000,000",,"-382,000,000",,,,,"-424,000,000","-386,000,000","-422,000,000",,,,,"-418,000,000",,,,,,"-255,000,000",,,,,,,,,"-110,000,000",,,,,,,,"-32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"170,000,000","522,000,000","-1,287,000,000","828,000,000","107,000,000","199,000,000","876,000,000","-226,000,000","323,000,000","553,000,000","367,000,000","674,000,000","391,000,000","619,000,000","603,000,000","587,000,000","605,000,000","1,279,000,000","161,000,000","700,000,000","573,000,000","508,000,000","37,000,000","648,000,000","368,000,000","524,000,000","612,000,000","554,000,000","694,000,000","698,000,000","819,000,000","996,000,000","741,000,000","491,000,000","360,000,000","743,000,000","755,000,000","676,000,000","961,000,000","-850,000,000","586,000,000","1,189,000,000","1,085,000,000","660,000,000","1,021,000,000","1,054,000,000","-84,000,000","768,000,000","926,000,000","973,000,000","781,000,000","1,048,000,000","969,000,000","1,060,000,000","1,943,000,000","846,000,000","906,000,000","900,000,000","1,082,000,000","747,000,000","800,000,000","783,000,000","432,000,000","908,000,000","860,000,000","899,000,000","851,000,000","850,000,000","481,000,000","733,000,000","662,000,000","691,000,000","574,000,000","631,000,000","655,000,000","487,000,000","435,000,000","573,000,000","-1,538,000,000","328,000,000","353,000,000","644,000,000","678,000,000","450,000,000","415,000,000","508,000,000","477,000,000","432,000,000","316,000,000","390,000,000","276,000,000","232,000,000","204,000,000","213,000,000","226,000,000","197,000,000","168,000,000","161,000,000","101,000,000","93,000,000","89,000,000","78,000,000","71,000,000","75,000,000","69,000,000","65,000,000","62,300,000","65,100,000","60,600,000","58,600,000","57,600,000","58,200,000","62,300,000","54,000,000","131,100,000","129,200,000","128,800,000","129,500,000","117,200,000","107,600,000","87,200,000","89,000,000","87,000,000","92,300,000","81,300,000","72,900,000","50,000,000","55,100,000","51,000,000","34,000,000"
EBITDA,"1,221,000,000"
ReconciledCostOfRevenue,"8,781,000,000","2,322,000,000","2,211,000,000","2,276,000,000","1,972,000,000","1,971,000,000","1,654,000,000","1,789,000,000","1,693,000,000","1,831,000,000","1,871,000,000","1,924,000,000","1,981,000,000","2,064,000,000","1,976,000,000","2,166,000,000","1,937,000,000","2,084,000,000","-554,000,000","2,921,000,000","2,800,000,000","2,899,000,000","2,882,000,000","2,854,000,000","2,655,000,000","2,967,000,000","2,682,000,000","3,048,000,000","3,104,000,000","3,263,000,000","3,424,000,000","3,674,000,000","3,492,000,000","3,468,000,000","3,139,000,000","3,066,000,000","3,150,000,000","3,510,000,000","3,682,000,000","3,583,000,000","3,500,000,000","3,662,000,000","3,042,000,000","3,361,000,000","3,525,000,000","3,248,000,000","3,393,000,000","3,166,000,000","3,039,000,000","3,112,000,000","2,651,000,000","2,830,000,000","2,648,000,000","2,495,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,691,000,000","1,990,000,000","1,588,000,000","1,762,000,000","1,754,000,000","1,921,000,000","841,000,000","1,308,000,000","1,203,000,000","1,057,000,000","539,000,000","602,000,000","421,000,000","349,000,000","357,000,000","327,000,000","355,000,000","352,000,000","344,000,000","227,000,000","144,000,000","152,000,000","159,000,000","108,000,000","-46,000,000","84,000,000","84,000,000","86,500,000","88,300,000","59,400,000","56,500,000","58,500,000","56,300,000","54,300,000",,,,,,,,,,,,,,,,
ReconciledDepreciation,"1,051,000,000","270,000,000","261,000,000","257,000,000","263,000,000","275,000,000","265,000,000","264,000,000","271,000,000","268,000,000","271,000,000","262,000,000","266,000,000","246,000,000","233,000,000","258,000,000","258,000,000","254,000,000","285,000,000","303,000,000","290,000,000","291,000,000","299,000,000","291,000,000","296,000,000","290,000,000","264,000,000","283,000,000","299,000,000","298,000,000","308,000,000","312,000,000","319,000,000","306,000,000","312,000,000","321,000,000","332,000,000","329,000,000","356,000,000","332,000,000","346,000,000","360,000,000","315,000,000","325,000,000","317,000,000","305,000,000","302,000,000","292,000,000","291,000,000","293,000,000","282,000,000","269,000,000","253,000,000","245,000,000","241,000,000","260,000,000",,,,,,,,,,,,,,"224,000,000","232,000,000","210,000,000","199,000,000","200,000,000",,,,,,,,,,,,,,,,,,,,"60,000,000","48,000,000","73,000,000","30,000,000","45,000,000","61,000,000","19,000,000","19,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-150,000,000","115,000,000","-632,000,000","343,000,000","24,000,000","-148,000,000","318,000,000","-333,000,000","-86,000,000","144,000,000","-78,000,000","210,000,000","16,000,000","154,000,000","102,000,000","102,000,000","98,000,000","685,000,000","-713,000,000","152,000,000","53,000,000","-24,000,000","-200,000,000","176,000,000","-103,000,000","126,000,000","-85,000,000","180,000,000","69,000,000","142,000,000","206,000,000","488,000,000","139,000,000","-35,000,000","-113,000,000","123,000,000","164,000,000","104,000,000","240,000,000","-1,569,000,000","69,000,000","345,000,000","-175,000,000","-156,000,000","191,000,000","236,000,000","-446,000,000","13,000,000","126,000,000","183,000,000","33,000,000","185,000,000","303,000,000","218,000,000","-66,000,000","145,000,000","903,000,000","234,000,000","13,000,000","91,000,000","279,000,000","119,000,000","73,000,000","-353,000,000","211,000,000","351,000,000","179,000,000","244,000,000","85,000,000","133,000,000","92,000,000","133,000,000","67,000,000","74,000,000","89,000,000","46,000,000","65,000,000","73,000,000","-2,566,000,000","-99,000,000","-98,000,000","192,000,000","246,000,000","3,000,000","112,000,000","106,000,000","221,000,000","134,000,000","111,000,000","181,000,000","129,000,000","58,000,000","71,000,000","-13,000,000","92,000,000","79,000,000","71,000,000","65,000,000","56,000,000","50,000,000","42,000,000","40,000,000","36,000,000","32,000,000","28,000,000","29,000,000","28,400,000","27,300,000","26,500,000","24,800,000","26,200,000","25,600,000","25,600,000","20,900,000","5,300,000","23,100,000","21,800,000","21,100,000","15,200,000","16,700,000","11,900,000","12,000,000","10,400,000","13,600,000","10,000,000","8,700,000","3,300,000","5,900,000","4,400,000","1,900,000"
TotalUnusualItemsExcludingGoodwill,"-2,551,000,000","-26,000,000","-1,907,000,000","35,000,000","-655,000,000","-481,000,000","-57,000,000","-1,007,000,000","-74,000,000","59,000,000","-84,000,000","-67,000,000","-144,000,000","1,000,000","88,000,000","-120,000,000","-40,000,000","602,000,000","-244,000,000","-54,000,000","-145,000,000","-133,000,000","-624,000,000","-120,000,000","-299,000,000","-64,000,000","-216,000,000","-229,000,000","-148,000,000","-54,000,000","-79,000,000","212,000,000","-101,000,000","-325,000,000","-313,000,000","-226,000,000","-168,000,000","-85,000,000","-12,000,000","-1,879,000,000","-115,000,000","107,000,000","-29,000,000","-372,000,000","2,000,000","38,000,000","-1,086,000,000","-216,000,000","-56,000,000","-54,000,000","35,000,000","29,000,000","120,000,000","164,000,000","-238,000,000","-19,000,000","908,000,000","68,000,000","-419,000,000","-21,000,000","258,000,000","-20,000,000","140,000,000","-606,000,000","-25,000,000","52,000,000","-47,000,000","-13,000,000","87,000,000","-2,000,000","-31,000,000","-10,000,000","-1,000,000","-6,000,000","-92,000,000","36,000,000","207,000,000","69,000,000","-686,000,000","20,000,000","-63,000,000","53,000,000","104,000,000","-34,000,000","109,000,000","37,000,000","138,000,000","103,000,000","99,000,000","118,000,000","130,000,000","-17,000,000","41,000,000","-97,000,000","63,000,000","44,000,000","43,000,000","42,000,000","47,000,000","28,000,000","14,000,000","16,000,000","19,000,000","9,000,000","2,000,000","5,000,000","4,600,000","3,100,000","3,500,000","2,300,000","3,300,000","3,200,000","2,200,000","3,300,000",,,,,,,,,,,,,,,,
TotalUnusualItems,"-2,551,000,000","-26,000,000","-1,907,000,000","35,000,000","-655,000,000","-481,000,000","-57,000,000","-1,007,000,000","-74,000,000","59,000,000","-84,000,000","-67,000,000","-144,000,000","1,000,000","88,000,000","-120,000,000","-40,000,000","602,000,000","-244,000,000","-54,000,000","-145,000,000","-133,000,000","-624,000,000","-120,000,000","-299,000,000","-64,000,000","-216,000,000","-229,000,000","-148,000,000","-54,000,000","-79,000,000","212,000,000","-101,000,000","-325,000,000","-313,000,000","-226,000,000","-168,000,000","-85,000,000","-12,000,000","-1,879,000,000","-115,000,000","107,000,000","-29,000,000","-372,000,000","2,000,000","38,000,000","-1,086,000,000","-216,000,000","-56,000,000","-54,000,000","35,000,000","29,000,000","120,000,000","164,000,000","-238,000,000","-19,000,000","908,000,000","68,000,000","-419,000,000","-21,000,000","258,000,000","-20,000,000","140,000,000","-606,000,000","-25,000,000","52,000,000","-47,000,000","-13,000,000","87,000,000","-2,000,000","-31,000,000","-10,000,000","-1,000,000","-6,000,000","-92,000,000","36,000,000","207,000,000","69,000,000","-686,000,000","20,000,000","-63,000,000","53,000,000","104,000,000","-34,000,000","109,000,000","37,000,000","138,000,000","103,000,000","99,000,000","118,000,000","130,000,000","-17,000,000","41,000,000","-97,000,000","63,000,000","44,000,000","43,000,000","42,000,000","47,000,000","28,000,000","14,000,000","16,000,000","19,000,000","9,000,000","2,000,000","5,000,000","4,600,000","3,100,000","3,500,000","2,300,000","3,300,000","3,200,000","2,200,000","3,300,000",,,,,,,,,,,,,,,,
NormalizedEBITDA,"3,772,000,000","818,000,000","881,000,000","1,050,000,000","1,025,000,000","955,000,000","1,198,000,000","1,045,000,000","668,000,000","762,000,000","722,000,000","1,003,000,000","801,000,000","864,000,000","748,000,000","965,000,000","903,000,000","931,000,000","690,000,000","1,057,000,000","1,008,000,000","932,000,000","960,000,000","1,059,000,000","963,000,000","878,000,000","1,092,000,000","1,066,000,000","1,141,000,000","1,050,000,000","1,206,000,000","1,096,000,000","1,161,000,000","1,122,000,000","985,000,000","1,290,000,000","1,255,000,000","1,090,000,000","1,329,000,000","1,361,000,000","1,047,000,000","1,442,000,000","1,429,000,000","1,357,000,000","1,336,000,000","1,321,000,000","1,304,000,000","1,276,000,000","1,273,000,000","1,320,000,000","1,028,000,000","1,288,000,000","1,102,000,000","1,141,000,000","2,422,000,000","1,125,000,000","-2,000,000","832,000,000","1,501,000,000","768,000,000","542,000,000","803,000,000","292,000,000","1,514,000,000","885,000,000","847,000,000","898,000,000","863,000,000","394,000,000","959,000,000","925,000,000","911,000,000","774,000,000","837,000,000","747,000,000","451,000,000","228,000,000","504,000,000","-852,000,000","308,000,000","416,000,000","591,000,000","574,000,000","484,000,000","306,000,000","471,000,000","339,000,000","329,000,000","217,000,000","272,000,000","146,000,000","249,000,000","163,000,000","370,000,000","211,000,000","226,000,000","155,000,000","164,000,000","115,000,000","84,000,000","94,000,000","77,000,000","74,000,000","80,000,000","212,000,000","74,000,000","74,000,000","76,800,000","69,000,000","68,300,000","65,500,000","65,800,000","70,900,000","61,300,000","131,100,000","129,200,000","128,800,000","129,500,000","117,200,000","107,600,000","87,200,000","89,000,000","87,000,000","92,300,000","81,300,000","72,900,000","50,000,000","55,100,000","51,000,000","34,000,000"
TaxRateForCalcs,"0.1","0.23","0.136","0.22","0.27","0.27","0.278","0.28","0.27","0.28","0.27","0.31","0.27","0.32","0.27","0.27","0.39","0.23","0.4","0.32","0.38","0.4","0.4","0.26","0.32","0.4","0.4","0.27","0.31","0.29","0.267","0.15","0.38","0.35","0.35","0.33","0.2","0.27","0.32","0.35","0.378","0.345","0.253","0.368","0.285","0.31","0.35","0.291","0.35","0.338","0.247","0.327","0.179","0.262","0.066","0.35","0.26","0.35","0.158","0.35","0.35","0.35","0.311","0.4","0.334","0.357","0.342","0.37","0.4","0.4","0.343","0.37","0.4","0.4","0.4","0.303","0.343","0.354","0.026","0.317","0.084","0.356","0.309","0.4","0.353","0.35","0.28","0.28","0.279","0.282","0.303","0.318","0.324","0.316","0.333","0.275","0.336","0.337","0.097","0.231","0.311","0.286","0.265","0.333","0.364","0.341","0.33","0.352","0.357","0.352","0.292","0.31","0.321","0.303","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-255,415,327.565","-5,980,000","-259,421,844.343","7,700,000","-176,850,000","-129,870,000","-15,849,740.933","-281,960,000","-19,980,000","16,520,000","-22,680,000","-20,770,000","-38,880,000","320,000","23,760,000","-32,400,000","-15,600,000","138,460,000","-97,600,000","-17,280,000","-55,100,000","-53,200,000","-249,600,000","-31,200,000","-95,680,000","-25,600,000","-86,400,000","-61,830,000","-45,880,000","-15,660,000","-21,115,207.373","31,800,000","-38,380,000","-113,750,000","-109,550,000","-74,580,000","-33,600,000","-22,950,000","-3,837,563.452","-657,650,000","-43,482,587.065","36,958,602.846","-7,337,878.788","-137,052,631.579","569,600","11,783,783.784","-380,100,000","-62,929,133.858","-19,600,000","-18,248,275.862","8,655,097.614","9,481,658.692","21,501,706.485","42,899,850.523","-15,674,731.183","-6,650,000","235,931,147.541","23,800,000","-66,282,485.876","-7,350,000","90,300,000","-7,000,000","43,584,905.66","-242,400,000","-8,359,621.451","18,571,428.571","-16,069,852.941","-4,803,617.571","34,800,000","-800,000","-10,628,571.429","-3,696,682.464","-400,000","-2,400,000","-36,800,000","10,909,090.909","71,090,909.091","24,424,778.761","-17,963,567.362","6,344,827.586","-5,299,065.421","18,852,348.993","32,134,831.461","-13,600,000","38,433,526.012","12,938,650.307","38,657,980.456","28,795,698.925","27,642,857.143","33,246,031.746","39,351,351.351","-5,400,000","13,276,190.476","-30,631,578.947","21,000,000","12,110,091.743","14,467,289.72","14,142,857.143","4,548,387.097","6,461,538.462","4,360,655.738","4,571,428.571","5,040,816.327","3,000,000","727,272.727","1,704,545.455","1,518,867.925","1,089,786.223","1,248,786.408","810,704.961","963,243.243","991,913.747","706,100.796","1,001,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
